Quadras;longitude;latitude
75;-45,26161645;-22,79280993
750;-45,17740602;-22,78144591
751;-45,18555344;-22,78106453
752;-45,18466654;-22,78103149
753;-45,1841359;-22,7805865
76;-45,26161645;-22,79280993
460;-45,20415713;-22,80492242
762;-45,18691854;-22,78284011
763;-45,18712282;-22,78292205
764;-45,18577452;-22,78279769
765;-45,18577452;-22,78279769
766;-45,18691854;-22,78284011
767;-45,18470464;-22,78268584
768;-45,18329465;-22,78239844
769;-45,18245002;-22,78232816
77;-45,26161645;-22,79280993
770;-45,18402905;-22,78152311
771;-45,18245002;-22,78232816
772;-45,18245002;-22,78232816
773;-45,18188102;-22,78168121
774;-45,17876829;-22,78233757
777;-45,17759865;-22,78258503
778;-45,17594252;-22,78178562
779;-45,18638534;-22,78497607
78;-45,26161645;-22,79280993
780;-45,18538179;-22,78506878
781;-45,18538179;-22,78506878
782;-45,18540504;-22,78515466
783;-45,18538179;-22,78506878
784;-45,18538179;-22,78506878
785;-45,18538179;-22,78506878
786;-45,18540504;-22,78515466
787;-45,18540504;-22,78515466
788;-45,17772624;-22,78200757
789;-45,17854634;-22,78394036
79;-45,26161645;-22,79280993
790;-45,17854634;-22,78394036
791;-45,17623906;-22,78319145
792;-45,17623906;-22,78319145
793;-45,17536102;-22,78459857
793;-45,17635984;-22,78660075
794;-45,17973464;-22,78393149
795;-45,17973464;-22,78393149
796;-45,17973464;-22,78393149
797;-45,17973464;-22,78393149
798;-45,17973464;-22,78393149
799;-45,17929093;-22,78417876
80;-45,26161645;-22,79280993
800;-45,17929093;-22,78417876
801;-45,18092273;-22,78472192
802;-45,18092273;-22,78472192
803;-45,17844525;-22,78602579
804;-45,17844525;-22,78602579
805;-45,17844525;-22,78602579
806;-45,17844525;-22,78602579
807;-45,17742615;-22,78791208
808;-45,1794253;-22,78741903
809;-45,1794253;-22,78741903
81;-45,24392709;-22,80278391
810;-45,18045673;-22,7872973
811;-45,18045673;-22,7872973
812;-45,18535981;-22,78761891
813;-45,18535981;-22,78761891
814;-45,18535981;-22,78761891
815;-45,1851894;-22,78873279
816;-45,1851894;-22,78873279
817;-45,1851894;-22,78873279
818;-45,1851894;-22,78873279
819;-45,18343574;-22,78483964
82;-45,24495588;-22,80606244
820;-45,18056628;-22,788487
821;-45,18056628;-22,788487
822;-45,18056628;-22,788487
823;-45,18056628;-22,788487
824;-45,18056628;-22,788487
825;-45,18056628;-22,788487
826;-45,18056628;-22,788487
827;-45,18056628;-22,788487
828;-45,18056628;-22,788487
829;-45,18056628;-22,788487
830;-45,18132568;-22,78975
831;-45,18056628;-22,788487
832;-45,1947471;-22,79121922
832;-45,1947471;-22,79121922
833;-45,19362386;-22,79022121
834;-45,19362386;-22,79022121
835;-45,19362386;-22,79022121
836;-45,19294645;-22,79188195
837;-45,19294645;-22,79188195
838;-45,19247709;-22,79228251
839;-45,19399849;-22,79384064
840;-45,19399849;-22,79384064
841;-45,19399849;-22,79384064
842;-45,19194969;-22,79560889
843;-45,18463413;-22,79351954
843;-45,18463413;-22,79351954
844;-45,18384651;-22,79178846
844;-45,18384651;-22,79178846
844;-45,18384651;-22,79178846
845;-45,18384651;-22,79178846
846;-45,18449872;-22,79251741
847;-45,18449872;-22,79251741
848;-45,18449872;-22,79251741
849;-45,1843468;-22,79170411
850;-45,18444197;-22,79173926
851;-45,18444197;-22,79173926
852;-45,18241289;-22,79079153
853;-45,1830286;-22,79354292
854;-45,1830286;-22,79354292
855;-45,18183602;-22,79335527
856;-45,18183602;-22,79335527
856;-45,18116716;-22,79501896
857;-45,18449824;-22,79353541
859;-45,18459905;-22,79501596
859;-45,18459905;-22,79501596
859;-45,18459905;-22,79501596
860;-45,18459905;-22,79501596
862;-45,18459905;-22,79501596
863;-45,18459905;-22,79501596
864;-45,18459905;-22,79501596
865;-45,18459905;-22,79501596
867;-45,18119608;-22,79609617
868;-45,18116716;-22,79501896
869;-45,18119608;-22,79609617
87;-45,24240129;-22,80545344
870;-45,18119608;-22,79609617
871;-45,18119608;-22,79609617
872;-45,18119608;-22,79609617
873;-45,1811039;-22,79646106
874;-45,19285465;-22,7968014
874;-45,19285465;-22,7968014
875;-45,19194384;-22,79601468
876;-45,1920696;-22,79576152
877;-45,19076385;-22,79754209
878;-45,18425034;-22,79466964
88;-45,24341609;-22,80570004
880;-45,19076385;-22,79754209
881;-45,19076385;-22,79754209
882;-45,18981874;-22,79878838
882;-45,18981874;-22,79878838
883;-45,19285465;-22,7968014
884;-45,19291982;-22,79853518
885;-45,18865853;-22,79801093
886;-45,19076385;-22,79754209
887;-45,18953557;-22,80002653
888;-45,1888499;-22,79960132
89;-45,23979136;-22,80508038
890;-45,1894996;-22,80065302
891;-45,18689057;-22,79927917
892;-45,18689057;-22,79927917
893;-45,18748919;-22,80048189
894;-45,1894996;-22,80065302
896;-45,18761067;-22,80159373
897;-45,18761067;-22,80159373
898;-45,18517935;-22,80255871
899;-45,18751265;-22,80211049
90;-45,24422886;-22,80583625
900;-45,18357495;-22,79717795
901;-45,18366795;-22,79847255
902;-45,182853;-22,79802936
903;-45,18352368;-22,80043623
903;-45,17897162;-22,80325812
904;-45,18366795;-22,79847255
905;-45,18366795;-22,79847255
906;-45,18114984;-22,79800133
907;-45,18366795;-22,79847255
908;-45,18366795;-22,79847255
909;-45,18366795;-22,79847255
91;-45,24145338;-22,80524507
910;-45,18352368;-22,80043623
911;-45,18366795;-22,79847255
912;-45,18366795;-22,79847255
913;-45,18366795;-22,79847255
914;-45,18366795;-22,79847255
915;-45,18352368;-22,80043623
916;-45,18352368;-22,80043623
917;-45,18403441;-22,8012923
918;-45,18403441;-22,8012923
919;-45,18101883;-22,80171619
92;-45,24454564;-22,80363012
920;-45,18403441;-22,8012923
921;-45,182853;-22,79802936
922;-45,19285465;-22,7968014
922;-45,19385087;-22,8005585
923;-45,19372158;-22,80187795
924;-45,19385087;-22,8005585
926;-45,19372158;-22,80187795
927;-45,19707242;-22,80372873
930;-45,18185164;-22,80305827
931;-45,1847152;-22,80265322
932;-45,1843539;-22,80189487
933;-45,1843539;-22,80189487
934;-45,1843539;-22,80189487
935;-45,18297975;-22,80424553
935;-45,18185164;-22,80305827
936;-45,1840314;-22,80304952
937;-45,18084758;-22,8032811
938;-45,18104648;-22,80290786
939;-45,18121089;-22,80192099
94;-45,24341609;-22,80570004
940;-45,18114683;-22,80048689
941;-45,1796147;-22,80263617
942;-45,18104648;-22,80290786
943;-45,18017451;-22,80356533
944;-45,18017451;-22,80356533
945;-45,17929408;-22,80392899
946;-45,17929408;-22,80392899
947;-45,17897162;-22,80325812
948;-45,18117228;-22,80527194
949;-45,18117228;-22,80527194
950;-45,18117228;-22,80527194
951;-45,18117228;-22,80527194
952;-45,18196954;-22,80546074
953;-45,18196954;-22,80546074
954;-45,18034967;-22,8053004
955;-45,18117228;-22,80527194
956;-45,18196954;-22,80546074
957;-45,18034967;-22,8053004
958;-45,17939364;-22,80488268
962;-45,1968094;-22,80644348
965;-45,18889154;-22,80632333
966;-45,18657705;-22,80509746
968;-45,18557255;-22,80524242
969;-45,18458725;-22,80423237
970;-45,18425272;-22,80515077
971;-45,18425272;-22,80515077
972;-45,18425272;-22,80515077
973;-45,18335203;-22,80719135
980;-45,18557255;-22,80524242
985;-45,18332899;-22,80700255
99;-45,24463544;-22,80675918
998;-45,18734124;-22,8055862
609;-45,19754837;-22,79455142
608;-45,19728619;-22,79563833
607;-45,19728619;-22,79563833
295;-45,20427353;-22,77269589
291;-45,20696103;-22,76957062
285;-45,20696103;-22,76957062
284;-45,20696103;-22,76957062
283;-45,20696103;-22,76957062
276;-45,20696103;-22,76957062
278;-45,20967841;-22,76931126
274;-45,20967841;-22,76931126
490;-45,2129508;-22,76189973
491;-45,2129508;-22,76189973
492;-45,21021279;-22,76114576
493;-45,20188738;-22,7589211
494;-45,20188738;-22,7589211
495;-45,20188738;-22,7589211
496;-45,20188738;-22,7589211
505;-45,19480879;-22,76225911
506;-45,19480879;-22,76225911
504;-45,19345331;-22,76132688
503;-45,19463246;-22,76061831
501;-45,19463246;-22,76061831
497;-45,19521645;-22,75951832
293;-45,20856055;-22,77317253
292;-45,21227648;-22,77388512
290;-45,21227648;-22,77388512
282;-45,21208113;-22,77229352
277;-45,21254494;-22,76979362
273;-45,2101694;-22,76904507
296;-45,20982434;-22,77289434
296;-45,20974989;-22,77186666
309;-45,21064474;-22,77661327
310;-45,21064474;-22,77661327
311;-45,21064474;-22,77661327
312;-45,21052138;-22,77842137
313;-45,20954748;-22,77842115
314;-45,21018746;-22,7791898
316;-45,20807595;-22,77941861
317;-45,20734464;-22,77874871
555;-45,2012718;-22,78020655
557;-45,2012718;-22,78020655
558;-45,19926692;-22,78184955
559;-45,19926692;-22,78184955
554;-45,19926692;-22,78184955
560;-45,19498422;-22,78012046
560;-45,19498422;-22,78012046
561;-45,19839447;-22,78094402
562;-45,19839447;-22,78094402
563;-45,19839447;-22,78094402
564;-45,19840891;-22,78444255
565;-45,19840891;-22,78444255
702;-45,19667555;-22,78181096
703;-45,19435721;-22,77912821
685;-45,19344344;-22,77746254
684;-45,19344344;-22,77746254
687;-45,19385205;-22,77693967
704;-45,19434875;-22,7787255
704;-45,19446222;-22,77942814
755;-45,19062841;-22,78142476
754;-45,19133667;-22,78195379
757;-45,19133667;-22,78195379
758;-45,19133667;-22,78195379
756;-45,19133667;-22,78195379
689;-45,19150762;-22,77703828
689;-45,1915252;-22,77845182
690;-45,1908477;-22,77710583
691;-45,19106101;-22,77788249
692;-45,19088165;-22,7750882
693;-45,19088165;-22,7750882
706;-45,19106101;-22,77788249
733;-45,19137851;-22,78059982
735;-45,19137851;-22,78059982
707;-45,19137023;-22,77825102
708;;
759;-45,19161963;-22,78263205
760;-45,19033106;-22,78267257
761;-45,19033106;-22,78267257
1020;-45,19540078;-22,80906247
1019;-45,19540078;-22,80906247
1021;-45,19540078;-22,80906247
1022;-45,19568623;-22,80991648
1023;-45,19057826;-22,81212867
963;-45,19519053;-22,8061544
999;-45,19519053;-22,8061544
1000;-45,1939832;-22,80732963
1001;-45,1939832;-22,80732963
1002;-45,1939832;-22,80732963
1003;-45,1939832;-22,80732963
1004;-45,1934725;-22,80843405
1005;-45,1934725;-22,80843405
1008;-45,19242784;-22,80955412
1007;-45,19242784;-22,80955412
997;-45,19079084;-22,80693424
964;-45,19133207;-22,80591891
967;-45,18905056;-22,80600224
994;-45,18734124;-22,8055862
993;-45,18734124;-22,8055862
995;-45,18734124;-22,8055862
1009;-45,18734124;-22,8055862
981;-45,18760062;-22,80645115
996;-45,18760062;-22,80645115
1010;-45,18760062;-22,80645115
1011;-45,18760062;-22,80645115
1012;-45,18760062;-22,80645115
1013;-45,18703724;-22,80822149
1030;-45,1860008;-22,80933577
1029;-45,18850522;-22,81103099
1028;-45,18850522;-22,81103099
1027;-45,19057826;-22,81212867
1026;-45,19057826;-22,81212867
1025;-45,19057826;-22,81212867
1024;-45,19057826;-22,81212867
1032;-45,18597557;-22,81000658
1033;-45,18597557;-22,81000658
1034;-45,18597557;-22,81000658
1035;-45,18597557;-22,81000658
1036;-45,18434306;-22,81187043
1037;-45,18436396;-22,80887831
1038;-45,18436396;-22,80887831
1016;-45,18436396;-22,80887831
1015;-45,18436396;-22,80887831
1014;-45,18436396;-22,80887831
982;-45,18436396;-22,80887831
983;-45,18436396;-22,80887831
984;-45,18436396;-22,80887831
986;-45,18466077;-22,80722262
987;-45,18468438;-22,80878109
974;-45,18468438;-22,80878109
975;-45,18283111;-22,80809741
1557;-45,1968107;-22,81114446
1555;-45,19846485;-22,81277765
1563;-45,19846485;-22,81277765
1564;-45,19846485;-22,81277765
1565;-45,19846485;-22,81277765
1566;-45,19846485;-22,81277765
1567;-45,19846485;-22,81277765
1560;-45,19846485;-22,81277765
1561;-45,19846485;-22,81277765
1422;-45,19846485;-22,81277765
1568;-45,19846485;-22,81277765
1423;-45,19846485;-22,81277765
1424;-45,19846485;-22,81277765
1589;-45,19795644;-22,81312761
1590;-45,19795644;-22,81312761
1578;-45,19795644;-22,81312761
1588;-45,19795644;-22,81312761
1425;-45,1949972;-22,81533243
1426;-45,19497901;-22,81330903
1427;-45,19497901;-22,81330903
1428;-45,19280368;-22,81265945
1431;-45,19280368;-22,81265945
1432;-45,19280368;-22,81265945
1433;-45,19302231;-22,81350125
1434;-45,19140278;-22,81463847
1436;-45,19078042;-22,81637324
1447;-45,19309971;-22,81428694
1448;-45,19309971;-22,81428694
1454;-45,19309971;-22,81428694
1446;-45,19249696;-22,81610258
1445;-45,19249696;-22,81610258
1444;-45,19311942;-22,81632932
1443;-45,19599421;-22,81656465
1442;-45,19599421;-22,81656465
1441;-45,19599421;-22,81656465
1439;-45,19689685;-22,81640117
1440;-45,19689685;-22,81640117
1452;-45,19628054;-22,81696915
1453;-45,19501069;-22,81754362
1602;-45,19608197;-22,81727164
1601;-45,19731999;-22,81661562
1582;-45,20058562;-22,81653699
1580;-45,20018132;-22,81564819
1581;-45,20018132;-22,81564819
1573;-45,20052971;-22,81496323
1574;-45,20052971;-22,81496323
1569;-45,20052971;-22,81496323
1575;-45,20052971;-22,81496323
1576;-45,19994671;-22,81476257
1571;-45,19994671;-22,81476257
1572;-45,19981853;-22,81384649
1577;-45,19981853;-22,81384649
1586;-45,1973589;-22,81615077
1587;-45,1973589;-22,81615077
1584;-45,1973589;-22,81615077
1585;-45,1973589;-22,81615077
1465;-45,19270799;-22,81656212
1449;-45,19270799;-22,81656212
1456;-45,191435;-22,81697675
1457;;
1455;-45,191435;-22,81697675
1433;-45,19078042;-22,81637324
1435;-45,18954986;-22,81592218
1437;-45,18954986;-22,81592218
1459;-45,18954986;-22,81592218
1429;-45,19069551;-22,81370289
1339;-45,18794434;-22,81274974
1340;-45,18556143;-22,81193374
1349;-45,18793132;-22,81388932
1358;-45,18803148;-22,81497058
1350;-45,18803148;-22,81497058
1360;-45,18719595;-22,81443558
1361;-45,18719595;-22,81443558
1351;-45,18719595;-22,81443558
1352;-45,18553259;-22,81442821
1353;-45,18553259;-22,81442821
1354;-45,18446064;-22,81462054
1355;-45,18446064;-22,81462054
1365;-45,18446064;-22,81462054
1365;-45,18470835;-22,81500128
1364;-45,18446064;-22,81462054
1362;-45,18446064;-22,81462054
1363;-45,18446064;-22,81462054
1363;-45,18446064;-22,81462054
1374;-45,18550117;-22,81592708
1372;-45,18550117;-22,81592708
1341;-45,18556143;-22,81193374
1342;-45,18351932;-22,8129783
1343;-45,18351932;-22,8129783
1344;-45,18142347;-22,81271418
1367;-45,18142347;-22,81271418
1367;-45,18194648;-22,81417716
1366;-45,18142347;-22,81271418
1379;-45,18327434;-22,81583053
1378;-45,18327434;-22,81583053
1387;-45,18327434;-22,81583053
1388;-45,18327434;-22,81583053
1389;-45,18327434;-22,81583053
1390;-45,18327434;-22,81583053
1391;-45,183398;-22,81654924
1392;-45,183398;-22,81654924
1393;-45,183398;-22,81654924
1380;-45,18257431;-22,81626694
1511;-45,19539231;-22,82748531
1554;-45,19860433;-22,81585844
1597;-45,20238975;-22,81598207
1598;-45,20238975;-22,81598207
1593;-45,20338767;-22,81757096
1594;-45,20338767;-22,81757096
1592;-45,20331436;-22,81985208
1595;-45,20331436;-22,81985208
1635;-45,20331436;-22,81985208
1630;-45,20601833;-22,8213973
1630;-45,20494232;-22,82187003
1631;-45,20446314;-22,82200176
1628;-45,20446314;-22,82200176
1624;-45,20510523;-22,82235056
1625;-45,2052738;-22,82378504
1626;-45,2052738;-22,82378504
1627;-45,2052738;-22,82378504
1622;-45,2052738;-22,82378504
1623;-45,2052738;-22,82378504
1634;-45,20201816;-22,82136387
1633;-45,20188409;-22,82051722
1644;-45,19842975;-22,82019739
1600;-45,20143787;-22,81836691
1599;-45,20143787;-22,81836691
1591;-45,20349207;-22,8181283
1636;-45,19887701;-22,81885439
1639;-45,1981989;-22,81823287
1641;-45,1981989;-22,81823287
1640;-45,1981989;-22,81823287
1642;-45,1981989;-22,81823287
1643;-45,1981989;-22,81823287
1638;-45,19817558;-22,81943394
1638;-45,19817558;-22,81943394
1451;-45,1955409;-22,81810693
1460;-45,19559811;-22,81902609
1461;-45,19559811;-22,81902609
1462;-45,19559811;-22,81902609
1464;-45,19246573;-22,81754229
1466;-45,19559811;-22,81902609
1467;-45,19324112;-22,81816506
1468;-45,19246573;-22,81754229
1469;-45,19246573;-22,81754229
1472;-45,19496233;-22,81926725
1472;-45,19496233;-22,81926725
1473;-45,19434484;-22,81893844
1474;-45,1934138;-22,81961797
1474;-45,1934138;-22,81961797
1481;-45,1934138;-22,81961797
1482;-45,1934138;-22,81961797
1476;-45,1934138;-22,81961797
1475;-45,1934138;-22,81961797
1486;-45,1934138;-22,81961797
1488;-45,19349797;-22,8211641
1492;-45,19389246;-22,82165051
1493;-45,19389246;-22,82165051
1489;-45,19389246;-22,82165051
1489;-45,19389246;-22,82165051
1487;-45,19389246;-22,82165051
1645;-45,19408303;-22,82168839
1646;-45,19408303;-22,82168839
1494;-45,19408303;-22,82168839
1497;-45,19526286;-22,82353059
1497;-45,19656397;-22,82530038
1497;-45,19731811;-22,82734264
1498;-45,19526286;-22,82353059
1502;-45,19192391;-22,82456876
1502;-45,1907663;-22,82492558
1502;-45,18952924;-22,8262098
1490;-45,19139803;-22,82187704
1495;-45,19134447;-22,82218326
1503;-45,19134447;-22,82218326
1505;-45,19134447;-22,82218326
1506;-45,19134447;-22,82218326
1485;-45,19050258;-22,82064206
1484;-45,19050258;-22,82064206
1479;-45,19027073;-22,81971712
1478;-45,19027073;-22,81971712
1470;-45,19027073;-22,81971712
1458;-45,19033377;-22,81848117
1480;-45,19049403;-22,81846874
1477;-45,19105145;-22,81935626
1371;-45,18857513;-22,81904464
1381;-45,18857513;-22,81904464
1382;-45,18841282;-22,81992321
1491;-45,18852074;-22,81973541
1415;-45,18841282;-22,81992321
1061;-45,15134923;-22,77704026
1059;-45,15134923;-22,77704026
1058;-45,15134923;-22,77704026
1057;-45,15134923;-22,77704026
1056;-45,15134923;-22,77704026
1168;-45,15138121;-22,77830249
1060;-45,14807718;-22,77546494
1062;-45,14807718;-22,77546494
1063;-45,14807718;-22,77546494
1065;-45,14807718;-22,77546494
1066;-45,14807718;-22,77546494
1068;-45,14834963;-22,77734333
1067;-45,14834963;-22,77734333
1070;-45,1484796;-22,77925053
1069;-45,1484796;-22,77925053
1072;-45,1484796;-22,77925053
1071;-45,1484796;-22,77925053
1075;-45,1484796;-22,77925053
1077;-45,1484796;-22,77925053
1074;-45,14714358;-22,78068235
1076;-45,14714358;-22,78068235
1073;-45,14714358;-22,78068235
1055;-45,14538486;-22,77878302
1054;-45,14538486;-22,77878302
1078;-45,14757188;-22,78056299
1078;-45,14653158;-22,78024288
1053;-45,13839698;-22,77590516
1049;-45,13839698;-22,77590516
1050;-45,13839698;-22,77590516
1052;-45,1378882;-22,77582007
1051;-45,13710205;-22,77525019
1048;-45,1378882;-22,77582007
1416;-45,18651489;-22,81945387
1418;-45,18651489;-22,81945387
1419;-45,18651489;-22,81945387
1420;-45,1874053;-22,81954191
1421;-45,18409693;-22,81742605
1376;-45,18551607;-22,81680306
1373;-45,18640547;-22,81734587
1375;-45,18640547;-22,81734587
1377;-45,18640547;-22,81734587
1384;-45,1847536;-22,81721201
1385;-45,1847536;-22,81721201
1386;-45,1847536;-22,81721201
1394;-45,1847536;-22,81721201
1395;-45,1837197;-22,81862464
1412;-45,18248662;-22,81872494
1402;-45,18248662;-22,81872494
1403;-45,18171853;-22,81948671
1413;-45,18171853;-22,81948671
1397;-45,17635329;-22,8210491
1397;-45,17635329;-22,8210491
1337;-45,17815168;-22,8171709
1369;-45,17847046;-22,81247151
1368;-45,18040505;-22,8130398
1356;-45,1808924;-22,8132238
1345;-45,18044947;-22,81209947
1346;-45,18044947;-22,81209947
1347;-45,18044947;-22,81209947
1348;-45,17917422;-22,81119214
1357;-45,17972699;-22,81165113
1370;-45,17971486;-22,81381431
1336;-45,17809355;-22,81047699
1333;-45,17760453;-22,81185389
1334;-45,17781735;-22,8098195
1406;-45,17612977;-22,82205479
1407;-45,17612977;-22,82205479
1398;-45,17427278;-22,82276933
1400;-45,17427278;-22,82276933
1405;-45,17427278;-22,82276933
1408;-45,1748043;-22,82249751
1079;-45,14630112;-22,78214567
1082;-45,14630112;-22,78214567
1084;-45,14630112;-22,78214567
1086;-45,14630112;-22,78214567
1090;-45,14975281;-22,78408083
1080;-45,1469088;-22,78385376
1083;-45,1469088;-22,78385376
1085;-45,1469088;-22,78385376
1087;-45,1469088;-22,78385376
1165;-45,15164192;-22,77493821
1167;-45,15473636;-22,77662763
1166;-45,15591721;-22,77540594
1416;-45,18713447;-22,81915135
1500;-45,19561571;-22,82322775
1508;-45,19587288;-22,82580633
1509;-45,19587288;-22,82580633
1510;-45,19587288;-22,82580633
1511;-45,1953686;-22,82724476
1518;-45,19584786;-22,82705221
1519;-45,19584786;-22,82705221
1517;-45,19630349;-22,82658175
1520;-45,19566153;-22,82766745
1520;-45,19566153;-22,82766745
1501;-45,1936235;-22,82594962
1501;-45,19300461;-22,83086843
1501;-45,19431837;-22,82496222
1501;-45,19300461;-22,83086843
1525;-45,1942533;-22,82733523
1526;-45,19662858;-22,82945249
1531;-45,19668531;-22,83047824
1532;-45,19668531;-22,83047824
1533;-45,19592533;-22,83126807
1534;-45,19592533;-22,83126807
1605;-45,21081723;-22,82925587
1610;-45,21081723;-22,82925587
1606;-45,21081723;-22,82925587
1611;-45,21058806;-22,82992932
1608;-45,21200851;-22,82898926
1609;-45,21200851;-22,82898926
1603;-45,21318586;-22,82944574
1607;-45,21318586;-22,82944574
1613;-45,2086298;-22,82719475
1614;-45,2073574;-22,82620524
1616;-45,2073574;-22,82620524
1617;-45,2073574;-22,82620524
1618;-45,2073574;-22,82620524
1619;-45,20565378;-22,82566514
1620;-45,20565378;-22,82566514
1621;-45,20565378;-22,82566514
1245;-45,17105581;-22,79089883
1512;-45,19046799;-22,82431367
1513;-45,19046799;-22,82431367
1514;-45,18962994;-22,82436596
1515;-45,18962994;-22,82436596
1507;-45,18948205;-22,82412447
1521;-45,18952924;-22,8262098
1522;-45,18952924;-22,8262098
1523;-45,18952924;-22,8262098
1524;-45,18873937;-22,82578665
1528;-45,18921936;-22,82942649
1530;-45,18826356;-22,8326674
298;-45,22134961;-22,77903375
300;-45,22134961;-22,77903375
302;-45,22134961;-22,77903375
303;-45,22134961;-22,77903375
301;-45,22134961;-22,77903375
304;-45,22134961;-22,77903375
299;-45,22134961;-22,77903375
288;-45,2223831;-22,77537709
287;-45,2223831;-22,77537709
280;-45,2223831;-22,77537709
281;-45,2223831;-22,77537709
289;-45,2223831;-22,77537709
305;-45,2223831;-22,77537709
305;-45,22184572;-22,77916456
83;-45,24201646;-22,80569573
84;-45,2455725;-22,80547819
85;-45,2455725;-22,80547819
86;-45,24347509;-22,80376267
96;-45,24427768;-22,80749269
93;-45,24405532;-22,80622487
97;-45,24463544;-22,80675918
98;-45,24463544;-22,80675918
100;-45,24463544;-22,80675918
101;-45,24463544;-22,80675918
95;-45,24100337;-22,80728309
253;-45,24100337;-22,80728309
255;-45,24085131;-22,80714181
256;-45,24002766;-22,80738472
257;-45,24002766;-22,80738472
258;-45,23807315;-22,80788509
259;-45,23807315;-22,80788509
104;-45,23979787;-22,808225
268;-45,23942849;-22,80928475
269;-45,23942849;-22,80928475
266;-45,23888475;-22,8084297
262;-45,23845837;-22,80798866
262;-45,23845837;-22,80798866
270;-45,23640081;-22,80818851
611;-45,20135834;-22,79323625
1399;-45,17437887;-22,81985133
1401;-45,17437887;-22,81985133
1404;-45,17528721;-22,82039946
1414;-45,17474749;-22,82244408
1414;-45,17486195;-22,82327339
1410;-45,1748043;-22,82249751
1411;-45,17426692;-22,82252731
1409;-45,17426692;-22,82252731
1409;-45,17426692;-22,82252731
1673;-45,0899287;-22,92253228
1672;-45,0899287;-22,92253228
1675;;
1676;-45,0899287;-22,92253228
1679;;
1678;-45,08738215;-22,92034282
1677;;
1680;-45,09048346;-22,92180046
1680;;
1681;-45,0837848;-22,91920736
1683;;
1682;;
1686;;
1685;;
1684;;
1684;;
1674;-45,08961265;-22,92147542
1674;-45,08679362;-22,92446776
715;;
714;;
713;;
696;;
697;;
717;;
723;;
722;;
724;;
725;;
726;;
727;;
728;;
711;;
712;;
694;;
695;;
709;;
710;;
729;;
730;;
731;;
654;;
654;;
654;;
50;-45,24786176;-22,79513391
60;-45,24786176;-22,79513391
69;-45,24919662;-22,79733593
61;-45,24773186;-22,79910412
51;-45,2460088;-22,79471554
53;-45,26262349;-22,79302219
66;-45,26485907;-22,79655312
367;-45,20669512;-22,7944247
446;-45,20458255;-22,80247386
447;-45,20458255;-22,80247386
775;-45,18429621;-22,78285134
776;-45,18429621;-22,78285134
988;-45,18195491;-22,80736115
989;-45,18040015;-22,80743785
990;-45,18040015;-22,80743785
976;-45,18023178;-22,8066439
977;-45,18044726;-22,80613991
978;-45,18044726;-22,80613991
979;-45,1798336;-22,80614505
959;-45,1798336;-22,80614505
960;-45,1798336;-22,80614505
991;-45,18007843;-22,80776243
992;-45,18007843;-22,80776243
1043;-45,18382695;-22,81015766
1040;-45,18041067;-22,80881728
1041;-45,18041067;-22,80881728
1017;-45,18041067;-22,80881728
1092;-45,15060936;-22,78404845
1094;-45,15044266;-22,78410187
1096;-45,15044266;-22,78410187
1103;-45,1517101;-22,78469604
1101;-45,1517101;-22,78469604
1088;-45,14831447;-22,78345463
1089;-45,14794099;-22,78407969
1091;-45,14794099;-22,78407969
1093;-45,14852163;-22,78501353
1095;-45,14852163;-22,78501353
1097;-45,14961108;-22,78577797
1100;-45,14961108;-22,78577797
1099;-45,15029372;-22,78637689
1102;-45,15029372;-22,78637689
1104;-45,15183371;-22,78716839
1106;-45,15183371;-22,78716839
1107;-45,14855377;-22,78801101
1109;-45,15026392;-22,78858422
1114;-45,15026392;-22,78858422
1116;-45,15144101;-22,78918642
1117;-45,15224442;-22,78941429
1118;-45,15155949;-22,79039678
1121;-45,15338962;-22,79011915
1122;-45,15163867;-22,79092495
1136;-45,15119163;-22,79300051
1127;-45,1517489;-22,79253874
1129;-45,1517489;-22,79253874
1130;-45,14964047;-22,79253744
1128;-45,14964047;-22,79253744
1123;-45,14964047;-22,79253744
1115;-45,14964047;-22,79253744
1111;-45,14936291;-22,79128297
1110;-45,14830483;-22,79114294
1108;-45,14830483;-22,79114294
1124;-45,14848603;-22,7935783
1125;-45,14899481;-22,79416543
1126;-45,14867564;-22,79539752
1158;-45,14867564;-22,79539752
1169;-45,1498188;-22,78235811
1206;-45,1523124;-22,78424639
1206;-45,1523124;-22,78424639
1139;-45,15179921;-22,79409131
1140;-45,15179921;-22,79409131
1541;-45,20502883;-22,81435193
1530;-45,18469956;-22,83375779
52;-45,26129262;-22,79408281
961;-45,18205918;-22,80430151
582;-45,1972919;-22,79379787
889;-45,1868957;-22,80000903
566;-45,19781246;-22,7837694
925;-45,19011404;-22,80109855
878;-45,18975637;-22,79866713
879;-45,18975637;-22,79866713
861;-45,1845356;-22,79596342
261;-45,2404996;-22,80909934
866;-45,1845356;-22,79596342
403;-45,21001457;-22,79493114
121;-45,2310492;-22,79606713
1693;-45,23084244;-22,7950186
1695;-45,23084244;-22,7950186
1696;-45,23084244;-22,7950186
125;-45,22987718;-22,79646117
1042;-45,18382695;-22,81015766
929;-45,18874104;-22,80322727
1433;-45,19140278;-22,81463847
1527;-45,19153736;-22,82750237
1559;-45,19639971;-22,81108992
1662;;
1662;-45,35568036;-22,76293551
1665;;
1665;-45,35420643;-22,76546561
Polígono sem título;;
1664;-45,35420643;-22,76546561
1663;-45,35490586;-22,76514527
Polígono sem título;;
1666;-45,35103362;-22,76541727
